Date,Prediction
31/10/2008,1358.751
01/11/2008,1406.744
02/11/2008,1591.232
03/11/2008,1588.461
04/11/2008,1821.727
05/11/2008,1730.031
06/11/2008,1596.409
07/11/2008,1410.505
08/11/2008,1412.648
09/11/2008,1035.398
10/11/2008,1268.255
11/11/2008,1528.377
12/11/2008,1871.194
13/11/2008,1557.093
14/11/2008,1419.966
15/11/2008,1550.805
16/11/2008,2147.332
17/11/2008,1959.751
18/11/2008,1629.08
19/11/2008,1693.348
20/11/2008,1686.809
21/11/2008,1656.628
22/11/2008,1665.047
23/11/2008,1637.586
24/11/2008,2363.134
25/11/2008,2391.502
26/11/2008,2193.687
27/11/2008,1756.515
28/11/2008,1993.822
29/11/2008,1818.301
30/11/2008,2064.51
01/12/2008,2066.631
02/12/2008,2250.036
03/12/2008,1972.31
04/12/2008,1818.771
05/12/2008,2221.342
06/12/2008,1759.67
07/12/2008,1587.619
08/12/2008,1604.329
09/12/2008,1122.023
10/12/2008,1528.166
11/12/2008,1778.123
12/12/2008,1879.205
13/12/2008,1824.541
14/12/2008,1790.495
15/12/2008,1830.111
16/12/2008,1805.48
17/12/2008,1768.862
18/12/2008,1882.459
19/12/2008,1782.159
20/12/2008,1800.512
21/12/2008,1961.156
22/12/2008,2156.365
23/12/2008,1920.304
24/12/2008,1827.562
25/12/2008,1591.802
26/12/2008,1442.871
27/12/2008,1506.318
28/12/2008,2201.625
29/12/2008,1713.464
30/12/2008,1285.927
31/12/2008,1472.046
01/01/2009,1728.735
02/01/2009,1593.909
03/01/2009,1767.549
04/01/2009,1993.073
05/01/2009,1727.016
06/01/2009,1660.7
07/01/2009,1576.219
08/01/2009,1483.401
09/01/2009,1272.24
10/01/2009,1310.495
11/01/2009,1445.083
12/01/2009,1686.115
13/01/2009,1671.95
14/01/2009,1869.386
15/01/2009,1732.56
16/01/2009,1616.617
17/01/2009,2120.977
18/01/2009,2389.683
19/01/2009,2389.479
20/01/2009,1859.159
21/01/2009,1767.093
22/01/2009,1750.935
23/01/2009,1547.052
24/01/2009,1784.452
25/01/2009,1928.959
26/01/2009,2216.398
27/01/2009,1801.369
28/01/2009,1645.035
29/01/2009,2151.772
30/01/2009,1722.153
31/01/2009,1903.016
01/02/2009,2449.451
02/02/2009,2062.475
03/02/2009,1813.851
04/02/2009,1715.418
05/02/2009,1676.333
06/02/2009,1654.378
07/02/2009,1492.353
08/02/2009,1478.43
09/02/2009,1227.719
10/02/2009,1438.037
11/02/2009,1408.495
12/02/2009,1585.801
13/02/2009,1928.545
14/02/2009,1692.908
15/02/2009,1983.329
16/02/2009,1687.711
17/02/2009,1521.531
18/02/2009,1340.132
19/02/2009,1250.991
20/02/2009,1202.317
21/02/2009,1687.296
22/02/2009,1461.915
23/02/2009,1848.918
24/02/2009,2133.313
25/02/2009,1721.448
26/02/2009,1507.582
27/02/2009,1447.882
28/02/2009,1715.146
01/03/2009,1672.841
02/03/2009,1759.147
03/03/2009,1725.159
04/03/2009,1766.73
05/03/2009,1548.438
06/03/2009,1604.89
07/03/2009,1541.894
08/03/2009,1290.381
09/03/2009,1115.875
10/03/2009,1395.976
11/03/2009,1574.083
12/03/2009,1855.392
13/03/2009,1594.183
14/03/2009,1518.799
15/03/2009,1824.938
16/03/2009,1757.751
17/03/2009,1512.523
18/03/2009,1758.278
19/03/2009,1540.625
20/03/2009,1425.54
21/03/2009,1553.736
22/03/2009,1687.304
23/03/2009,1649.699
24/03/2009,1511.442
25/03/2009,1587.066
26/03/2009,1699.72
27/03/2009,1462.983
28/03/2009,1614.933
29/03/2009,1879.53
30/03/2009,1883.753
31/03/2009,1605.304
01/04/2009,1727.774
02/04/2009,1755.625
03/04/2009,1988.124
04/04/2009,1797.083
05/04/2009,1891.297
06/04/2009,1713.66
07/04/2009,1425.923
08/04/2009,1460.663
09/04/2009,1152.54
10/04/2009,1308.354
11/04/2009,1568.101
12/04/2009,1653.777
13/04/2009,1661.094
14/04/2009,1617.873
15/04/2009,1551.353
16/04/2009,1446.99
17/04/2009,1562.92
18/04/2009,1757.491
19/04/2009,1587.364
20/04/2009,1478.282
21/04/2009,1531.923
22/04/2009,1699.34
23/04/2009,1567.634
24/04/2009,1408.337
25/04/2009,1403.814
26/04/2009,1725.613
27/04/2009,1673.288
28/04/2009,1507.922
29/04/2009,1633.686
30/04/2009,1610.492
01/05/2009,1693.117
02/05/2009,1621.717
03/05/2009,1609.603
04/05/2009,1542.903
05/05/2009,1499.579
06/05/2009,1626.571
07/05/2009,1448.771
08/05/2009,1495.599
09/05/2009,1128.797
10/05/2009,1477.961
11/05/2009,1419.734
12/05/2009,1514.515
13/05/2009,1885.794
14/05/2009,1455.617
15/05/2009,1570.356
16/05/2009,1525.95
17/05/2009,1699.165
18/05/2009,1591.154
19/05/2009,1433.326
20/05/2009,1549.327
21/05/2009,1462.57
22/05/2009,1548.037
23/05/2009,1348.481
24/05/2009,1518.192
25/05/2009,1429.687
26/05/2009,1434.501
27/05/2009,1452.838
28/05/2009,1511.269
29/05/2009,1375.529
30/05/2009,1399.397
31/05/2009,1546.082
01/06/2009,1278.916
02/06/2009,1566.466
03/06/2009,1724.746
04/06/2009,1637.504
05/06/2009,1544.237
06/06/2009,1450.878
07/06/2009,1484.286
08/06/2009,1304.357
09/06/2009,1070.385
10/06/2009,1325.572
11/06/2009,1434.075
12/06/2009,1414.207
13/06/2009,1855.009
14/06/2009,1347.967
15/06/2009,1754.805
16/06/2009,1643.607
17/06/2009,1498.012
18/06/2009,1329.28
19/06/2009,1348.571
20/06/2009,1279.092
21/06/2009,1325.181
22/06/2009,1197.139
23/06/2009,1255.113
24/06/2009,1275.403
25/06/2009,1441.517
26/06/2009,1157.002
27/06/2009,1351.632
28/06/2009,1517.863
29/06/2009,1272.19
30/06/2009,1267.574
01/07/2009,1293.656
02/07/2009,1650.363
03/07/2009,2178.649
04/07/2009,1640.484
05/07/2009,1512.579
06/07/2009,1334.089
07/07/2009,1307.781
08/07/2009,1325.205
09/07/2009,1074.865
10/07/2009,1276.221
11/07/2009,1591.19
12/07/2009,1493.361
13/07/2009,1576.037
14/07/2009,1106.196
15/07/2009,1165.406
16/07/2009,1105.987
17/07/2009,1029.807
18/07/2009,1065.582
19/07/2009,1163.26
20/07/2009,1258.669
21/07/2009,1057.115
22/07/2009,1094.48
23/07/2009,1048.989
24/07/2009,1154.572
25/07/2009,987.3561
26/07/2009,935.7335
27/07/2009,929.8973
28/07/2009,974.7967
29/07/2009,1061.177
30/07/2009,1075.739
31/07/2009,1028.465
01/08/2009,1096.871
02/08/2009,1372.809
03/08/2009,1635.146
04/08/2009,1765.965
05/08/2009,1470.84
06/08/2009,1572.203
07/08/2009,1308.413
08/08/2009,1292.551
09/08/2009,1013.837
10/08/2009,1177.917
11/08/2009,1403.729
12/08/2009,1815.389
13/08/2009,1685.131
14/08/2009,1208.973
15/08/2009,1118.169
16/08/2009,1382.522
17/08/2009,1294.535
18/08/2009,1134.368
19/08/2009,1216.753
20/08/2009,1123.758
21/08/2009,1088.208
22/08/2009,1230.723
23/08/2009,1385.445
24/08/2009,1236.974
25/08/2009,1295.649
26/08/2009,1158.576
27/08/2009,1228.608
28/08/2009,1081.171
29/08/2009,1190.362
30/08/2009,1331.144
31/08/2009,1454.495
01/09/2009,1316.001
02/09/2009,1530.914
03/09/2009,1512.395
04/09/2009,1510.174
05/09/2009,1625.783
06/09/2009,1357.669
07/09/2009,1371.427
08/09/2009,1184.089
09/09/2009,1178.15
10/09/2009,1420.115
11/09/2009,1368.482
12/09/2009,1379.724
13/09/2009,1577.715
14/09/2009,1479.06
15/09/2009,1486.974
16/09/2009,1465.956
17/09/2009,1539.835
18/09/2009,1366.727
19/09/2009,1415.496
20/09/2009,1703.636
21/09/2009,1720.369
22/09/2009,1497.357
23/09/2009,1388.101
24/09/2009,1527.435
25/09/2009,1459.94
26/09/2009,1344.88
27/09/2009,1497.002
28/09/2009,1440.579
29/09/2009,1396.434
30/09/2009,1340.478
01/10/2009,1563.684
02/10/2009,1739.629
03/10/2009,1714.024
04/10/2009,1672.057
05/10/2009,1678.743
06/10/2009,1730.172
07/10/2009,1592.425
08/10/2009,1416.223
09/10/2009,1334.133
10/10/2009,1324.911
11/10/2009,1693.208
12/10/2009,1573.243
13/10/2009,1754.351
14/10/2009,1546.663
15/10/2009,1604.862
16/10/2009,1544.018
17/10/2009,1533.666
18/10/2009,2035.532
19/10/2009,1627.491
20/10/2009,1510.603
21/10/2009,1651.315
22/10/2009,1722.26
23/10/2009,1539.133
24/10/2009,1674.23
25/10/2009,1999.822
26/10/2009,1992.844
27/10/2009,1494.591
28/10/2009,1406.296
29/10/2009,1446.817
30/10/2009,1730.64
31/10/2009,1574.815
01/11/2009,1721.872
02/11/2009,1781.307
03/11/2009,2052.388
04/11/2009,2026.21
05/11/2009,2049.967
06/11/2009,1676.618
07/11/2009,1544.486
08/11/2009,1385.55
09/11/2009,1323.025
10/11/2009,1429.554
11/11/2009,1718.381
12/11/2009,1797.592
13/11/2009,1732.293
14/11/2009,1616.239
15/11/2009,2013.166
16/11/2009,1834.631
17/11/2009,1634.089
18/11/2009,1701.468
19/11/2009,2058.303
20/11/2009,1644.63
21/11/2009,1823.3
22/11/2009,2038.08
23/11/2009,2035.824
24/11/2009,1702.058
25/11/2009,1895.395
26/11/2009,1838.389
27/11/2009,1713.104
28/11/2009,1598.17
29/11/2009,1748.092
30/11/2009,1705.144
01/12/2009,1730.138
02/12/2009,1663.972
03/12/2009,1818.022
04/12/2009,1798.828
05/12/2009,1900.935
06/12/2009,1721.298
07/12/2009,1469.128
08/12/2009,1194.399
09/12/2009,1263.054
10/12/2009,1752.259
11/12/2009,1528.585
12/12/2009,1566.179
13/12/2009,1709.394
14/12/2009,1831.316
15/12/2009,1749.576
16/12/2009,1795.944
17/12/2009,1559.335
18/12/2009,1684.333
19/12/2009,1699.314
20/12/2009,1869.745
21/12/2009,1499.825
22/12/2009,1797.422
23/12/2009,1763.804
24/12/2009,1595.449
25/12/2009,2186.35
26/12/2009,1913.809
27/12/2009,1939.063
28/12/2009,1984.558
29/12/2009,1877.688
30/12/2009,1907.867
31/12/2009,2081.838
01/01/2010,1954.676
02/01/2010,1605.247
03/01/2010,1735.769
04/01/2010,1528.451
05/01/2010,1711.405
06/01/2010,1572.615
07/01/2010,1482.554
08/01/2010,1562.961
09/01/2010,1198.26
10/01/2010,1555.501
11/01/2010,1601.335
13/01/2010,1502.079
14/01/2010,1991.692
15/01/2010,2131.219
16/01/2010,1929.974
17/01/2010,1963.686
18/01/2010,1824.048
19/01/2010,1781.135
20/01/2010,2063.403
21/01/2010,2011.176
22/01/2010,1943.042
23/01/2010,1843.734
24/01/2010,2097.83
25/01/2010,2025.197
26/01/2010,1910.802
27/01/2010,1915.621
28/01/2010,2213.696
29/01/2010,2004.181
30/01/2010,1961.311
31/01/2010,2285.565
01/02/2010,1880.415
02/02/2010,1648.35
03/02/2010,1975.068
04/02/2010,1379.566
05/02/2010,1708.362
06/02/2010,1968.762
07/02/2010,1426.178
08/02/2010,1528.969
09/02/2010,1238.643
10/02/2010,1461.629
11/02/2010,1817.824
13/02/2010,1478.753
14/02/2010,1921.801
15/02/2010,1775.584
16/02/2010,1831.257
17/02/2010,1789.299
18/02/2010,1885.336
19/02/2010,1728.142
20/02/2010,1847.789
21/02/2010,1857.448
22/02/2010,2134.821
23/02/2010,1720.873
24/02/2010,1636.24
